Channel	Source	Source_type	Topic_orig	CCNC_news_topic_level_code	Keywords	Summary	 Article_Date	Title	Link	Full_text
今日头条	消费测评世界	private,local		17.13	家电,lg,三星		20200824	LG电视仅存电视业务全面撤回，全向三星看齐，欺负中国消费者？	https://m.toutiao.com/i6864160413366518279/	在华为、小米、OPPO、 Vivo等四小龙还没有崛起的时代，LG在中国的实力可不容小觑，那时的它和三星一样威风凛凛，而且市场上的消费者只认准这两个品牌，除此之外，LG电视更是一度成为电视圈最畅销的品牌之一！而近几年你有看过LG的身影吗？这个答案似乎是肯定的，2015年国有品牌的崛起，不断压缩着LG的生存领域，消费者似乎更热爱品质优良且价格低廉的国产产品，最终，LG于2019年宣布旗下手机业务退出中国市场，现在，LG电视线下业务板块又将步入LG手机的后尘！有消息报道，LG电视一旦退出国内的线下卖场，这样做每年可为LG节省上千万元的成本，但鸡贼的LG并没有放弃中国的线上市场，还不断投入资金去运营LG线上商城。线上电视销售，到底能够出LG一臂之力吗？2020年上半年我国电视出货总量为2,100万台，小米以420万台高居榜首，排在最末尾的sharp销量不足20万台，LG却没有在这份榜单上拥有姓名，这意味着它的销量是低于20万台的，很可惜，LG并没有做到与市场接轨，即使转为线上奋斗，也需要付出极其高昂的代价。那LG在中国走向没落，仅仅是因为国有产品疯狂的竞争吗？并不，还没有LG那作死一般的傲娇。2006年，LG空调将翻新的机子当做新机卖给中国消费者，事情爆发后一度难以收拾，然而嘴硬的LG没有选择第一时间承认并道歉，迫于外界的压力，LG三个月之后才打造成了此事，从此，LG在中国消费者心目中的形象代表大打折扣！时间来到2010年，有消费者爆料:LG手机在使用的过程中会无故发热，此时LG对待消费者的态度依旧是爱搭不理，今年LG在韩国召回6万台存在发热问题的OLED屏电视，有中国消费者发出，召回机型上的部分配件在国内产品上也有使用，再一次让中国消费者看清了LG的真面目。LG无底线无视中国消费者的行为，一次又一次伤害了中国消费者的心，在市场产品多元化的今天，消费者会做出怎样的选择呢？相信大家心里都会有一本账吧！老师说，LG在中国市场面临如今的困境并不冤屈！
腾讯新闻	智东西	private,local		17.13	\N	19个欧盟成员国签署了一项联合声明，旨在在欧洲建设2nm晶圆代工厂，以加强欧洲开发下一代处理器和半导体的能力	20210205	决胜2nm！欧洲19国联合签署声明，加强芯片制造实力	https://new.qq.com/rain/a/20210204A0EP9X00	芯东西（公众号：aichip001）\n编译 |\n高歌\n编辑 |\n云鹏\n芯东西2月4日消息，日前，19个欧盟成员国签署了一项联合声明，旨在在欧洲建设2nm晶圆代工厂，以“加强欧洲开发下一代处理器和半导体的能力”。\n\n            \n原文链接：https://ec.europa.eu/digital-single-market/en/news/joint-declaration-processors-and-semiconductor-technologies\n联合声明特别提到，19个国家将研发应用于特定领域的芯片和嵌入式系统，并提升向2nm节点迈进的芯片制造能力。\n市场研究公司Future Horizons的首席执行官Malcolm Penn分析了这份声明的实现可能性，并且认为如果欧洲各机构、研究中心和半导体公司能够联合起来，欧洲将实现芯片制造能力的恢复。\n同时，亦有人对这一计划持怀疑态度。全球芯片制造光刻机设备龙头ASML的首席执行官彼得•温宁克认为，现有的全球半导体产业生产花费了几十年才得以建立，如果将不同的芯片技术集中在一个国家内，将会花费高昂的时间和资金成本。\n签署了该声明的19个国家分别是：比利时、法国、德国、克罗地亚、爱沙尼亚、意大利、希腊、 马耳他、西班牙、荷兰、葡萄牙、奥地利、斯洛文尼亚、斯洛伐克、罗马尼亚、芬兰、塞浦路斯、匈牙利和波兰。\n一、面临技术拐点，欧洲有可能恢复芯片制造实力？\nPenn称，当前欧洲仍有希望重振芯片制造产业，为此他呼吁包括官方及私企在内的所有利益相关者，团结起来进行合作。\nPenn援引了欧洲开发GSM（全球移动通信系统）的例子论证自己的观点。上世纪80年代末，欧盟委员会（European Commission）成功地利用其机构权威，让欧盟各国支持单一的数字移动电话标准。当时关键的研究机构、大学和电信公司没有直接竞争，而是朝着移动网络数字化的单一目标一起努力，这反过来又说服了网络运营商进行投资。\n这一难得的联合行动带给了GSM发展的巨大动力，它很快在遍及欧洲，并最终成为全球标准。\nPenn认为，当前全环绕栅极效应管（Gate-All-Around）技术就是另一个难得的机会。该技术尚处于起步阶段，“对所有人来说都是陌生的”，欧洲可以不用追赶鳍式场效应管（FinFET）技术上的领先者，而是和台积电三星等公司处于在同一起跑线。\n其次，欧洲亦有半导体技术方面的相关储备。比如，IMEC已经准备好了技术，并且欧洲投资银行（European Investment Bank）和欧盟委员会（European Commission）也可以提供超出目前法律所允许的一大笔资金。这笔资金可能会因事关欧洲国家安全而摆脱限制。\n另外，Penn认为，让利益相关者参与进来最为关键。研究机构、芯片制造商、电子行业和最重要的终端用户，如果没有市场的拉动，就只是无源之水，无本之木。如果能够做到这一点，并且欧盟委员会的政治意愿强烈，那么欧洲赶超2nm芯片制造技术的努力是可以实现的。这一过程中，最困难的可能反而是为2nm晶圆厂选址。\n二、欧洲发力半导体背后：台积电/三星制霸代工市场引发不安\n探究欧盟19国决定建设2nm晶圆厂的原因，离不开全球先进晶圆代工产能逐渐向三星和台积电等巨头集中的现状。随着英特尔7nm制程延期，全球10nm及以下先进芯片制程，仅余下三星和台积电两大玩家。\n同时，疫情和地缘政治加剧了欧洲等国对先进晶圆产能聚集化的担忧。\n基于这些因素，除了欧洲以外，美国、日本、韩国、中国等各个多家均在进行相关布局。\n美国最近已说服台积电在亚利桑那州建设一家能够采用5nm制程的晶圆厂，而三星也考虑在德克萨斯州建立能够生产3nm芯片的晶圆厂。\n据传，日本正在与台积电共同建立一个先进的集成电路封装和测试工厂。\n三、欧洲曾多次推动本土芯片制造能力恢复\n其实，欧洲曾多次尝试提升芯片制造能力，但20年间，欧洲大陆上并未出现技术能力领先的晶圆厂。目前，欧洲有三家本土芯片制造商，但采用的是轻晶圆厂（Fab Lite）和小批量生产的模式。\n\n            \n▲欧洲最后一家晶圆厂，其拥有者意法半导体在2015年宣布将采用轻晶圆厂模式\n在80年代中期，欧盟曾支持恩智浦和英飞凌，力图帮助两家公司实习制程工艺跨世代，但结果并未达到欧盟预期，最终两家公司选择了芯片外包模式。\n2006年奇梦达公司从英飞凌拆分出来，成为全球第二大DRAM公司，2007年，恩智浦（前身为飞利浦半导体）、意法半导体和飞思卡尔（Freescale）组成的Crolles2芯片制造联盟解体。\n到2012年，欧盟负责数字议程的委员Neelie Kroes着手重新推动欧洲半导体芯片业务，并提出了著名的“芯片空中客车（Airbus of chips）”议程，即将公司、地区和欧洲利益相联合，以重振芯片制造。\nKroes提出了10/100/20计划，具体来说就是花费100亿欧元的资金来带动1000亿欧元的行业投资，使2020年欧洲在全球芯片生产中的份额增加一倍，达到20%。\n为此她要求恩智浦、英飞凌、意法半导体、IMEC（欧洲微电子研究中心）、CEA-Leti（法国原子能委员会电子与信息技术实验室）、Arm、ASML等欧洲相关研究机构和企业一起制定实现这一目标的计划。\n然而，欧洲的芯片制造商却对Kroes的计划毫无兴趣，都明确表示拒绝合作，不想与此事有任何关系。\nMalcolm Penn评论称，尽管英飞凌、恩智浦和意法半导体这三家欧洲半导体巨头想要得到欧盟的资金，但他们不想在制造能力上浪费一分钱，把大量现金投入到制造工厂中也不符合它们的利益。\n除去欧洲芯片厂商自身的技术因素外，股市也是阻碍欧洲芯片制造能力崛起的一大原因。股东们想要的是股息，而非固定资产。这种情况就像一堵墙，挡住了各家公司重新发展欧洲半导体芯片制造能力的意愿。\nPenn认为，唯一能够越过这堵墙的方法是：客户迫使芯片公司在欧洲建造工厂，比如苹果、英伟达等公司要求三星和台积电在美国本土进行部分生产。\n但事实上，欧洲缺乏三星、台积电这样的公司。不仅如此，除了汽车行业外，目前需要持续芯片供应的行业已经所剩无几，而汽车芯片通常通过成熟工艺进行制造。\n尽管驾驶辅助系统、自动驾驶汽车等产业风口之下，特斯拉等厂商开始布局先进制程的汽车AI芯片，但宝马、标致和博世等汽车厂商还没有进行此类布局。\n结语：欧洲先进芯片制造业仍面临多重挑战\n随着摩尔效应趋近天花板，芯片先进制程研发难度在逐渐加大。为了突破现有技术的瓶颈，台积电和三星均将GAA工艺视作挑战物理极限的关键工艺技术。\n在先进芯片制程赛道并不领先的欧洲，如今联合多国集中发力2nm，也印证了先进芯片制造能力依然是各地半导体产业竞争力的焦点。\n目前欧洲半导体面临很多难关，包括持续投入巨额资金、储备足够多优秀的人才以及选择合适的位置建厂，并且只有尽可能快地追赶三星和台积电的技术水平，才不至于在落地量产时处于下风。\n来源：Bits&Chips
今日头条	邱先生的生活	private,local		21	菜谱,糖色,卤菜		20200824	卤菜糖色的重要性和最后的秘密	https://m.toutiao.com/i6864214024276574735/	卤菜很多人做出来好吃不好看，归根结底就是没有像卤菜店一样的颜色，这个颜色是怎么弄上去的，它到底是什么？这就是糖色，糖色是糖类在加热遇高温后固体变成的液体，发生缩合，形成了焦糖色素，在糖遇热化开后，颜色由浅黄、金黄、最终变成枣红色，最后倒入清水熬制，即形成一种上色的调味料！在卤菜的时候放入料包和炒制好的糖色，出锅后就可以达到卤菜店的效果，既好吃，又好看。糖色虽然关键，但是卤菜起锅想要味道鲜美必须在卤水中浸泡时间长一点，这样方便入味，捞出沥干后，最后一道工序就是上味了，这是卤菜店不会告诉你的秘密，用味精、香油搅拌均用手均匀的涂抹在卤味食材上，这才是最后的一道工序，看完以上内容，你学会了吗？欢迎留言评论转发！我是邱先森，期待你的关注！卤味糖色的重要性和最后的秘密
今日头条	山西新闻网	state,local		11	晋煤集团,万兆工业环网	晋煤集团长平公司把牢智能发展主旋律，加强基础建设，8月初建成集团公司范围内首个万兆工业环网，为智能化矿山建设打下坚实基础。	20200824	晋煤集团长平公司建成万兆工业环网	https://m.toutiao.com/i6864318313544024584/	晋煤集团长平公司把牢智能发展主旋律，加强基础建设，8月初建成集团公司范围内首个万兆工业环网，为智能化矿山建设打下坚实基础。工业环网是矿井各项生产数据传输的核心系统，是矿山实现智能化的基础。通过工业环网可实现井上井下数据信息的联通。以前，晋煤集团长平公司使用的是百兆环网，带宽容量小，传输数据卡顿。结合智能化矿山建设要求，该公司完成对工业环网升级扩容改造，形成万兆工业主干环形网，有效打通信息传输的堵点，提升网络的稳定性和安全性，为矿井安全生产提供了网络保障，推动智能矿山建设向前稳步迈进。晋煤集团长平公司将智能化矿山建设作为发展重点，围绕“六个一”智能化管理格局，不断完善基础设施，加快对调度大厅、数据机房、工业环网、井下无线网络等项目进行升级改造。 本报记者(责编：candy、李琳)
新华网	新华网	state,national		33	知识产权,专利,商标,资助,奖励	我国6月底前全面取消专利、商标申请阶段的资助和奖励 ---通知提出，不得直接将专利申请、授权数量作为享受奖励或资质资格评定政策的主要条件，2021年6月底前，各地要全面取消专利、商标申请阶段的资助和奖励。	20210508	我国6月底前全面取消专利、商标申请阶段的资助和奖励	http://www.xinhuanet.com/fortune/2021-05/08/c_1127422464.htm	新华社北京5月8日电（记者张泉）记者从8日举行的国务院政策例行吹风会上获悉，《关于深化知识产权领域“放管服”改革 优化创新环境和营商环境的通知》将于近日印发。通知提出，不得直接将专利申请、授权数量作为享受奖励或资质资格评定政策的主要条件，2021年6月底前，各地要全面取消专利、商标申请阶段的资助和奖励。\n　　国家知识产权局副局长何志敏介绍，在我国知识产权制度建立和发展初期，各级地方政府结合各地实际，出台了专利、商标资助奖励政策，客观上起到了推动我国迅速成为知识产权大国的作用。但在专利和商标资助政策的执行过程中，也出现了部分申请人为套取资助和奖励，不以使用为目的来注册商标，不以保护创新为目的来申请专利。\n　　“目前，我国知识产权工作已经转向高质量发展新阶段。我们要求各地全面取消对专利商标申请阶段的资助和奖励，引导各地把资助奖励的重点转向促进知识产权有效运用、强化知识产权保护和开展更好的公共服务。”何志敏说，这是提升知识产权创造质量、运用效益的内在要求，也是维护良好发展秩序的客观需要。\n　　与此同时，我国将持续加强审查监管，严厉打击商标恶意注册和非正常专利申请行为，强化创造源头治理和全链条协同发力，着力破解当前知识产权发展中的突出矛盾，努力实现更高质量、更加公平、更可持续的发展。
新华网	新华社微博	state,national		11	网约车	新华社揭网约车高额抽成：正面回应只是开始，如何整改才是关键 ---近日，新华社播发系列稿件，直指网约车平台高额抽成、定价不透明等问题。	20210508	新华社揭网约车高额抽成：正面回应只是开始，如何整改才是关键	http://www.xinhuanet.com/fortune/2021-05/08/c_1127422094.htm	近日，新华社播发系列稿件，直指网约车平台高额抽成、定价不透明等问题。7日，滴滴回应网约车抽成质疑，称将虚心接受公众批评，持续推进公开透明，说明了平台计费规则，并公布了2020年网约车司机收入占比以及平台利润率。正面回应只是开始，如何整改才是关键。网约车平台规范定价及后续费率优化问题，新华社将持续关注。（记者戴威 胡锐 林翔）
新华网	新华网	state,national		11	购房资格审核,优化营商环境	北京简化居民家庭购房资格审核 ---　　北京市住房和城乡建设委员会7日发布通知，为持续助力营商环境建设，为群众办事提供便利服务，北京市住建委和北京市规自委联合出台《关于进一步简化购房资格审核程序的通知》，明确自2021年5月1日起，新提交购房资格申请并联网审核通过的居民家庭，在办理不动产权登记时，不再提交居民家庭购房资格证明材料，仅提交《家庭购房申请表》《购房承诺书》原件。	20210508	北京简化居民家庭购房资格审核	http://www.xinhuanet.com/fortune/2021-05/08/c_1127420080.htm	新华社北京5月8日电（记者郭宇靖）北京市住房和城乡建设委员会7日发布通知，为持续助力营商环境建设，为群众办事提供便利服务，北京市住建委和北京市规自委联合出台《关于进一步简化购房资格审核程序的通知》，明确自2021年5月1日起，新提交购房资格申请并联网审核通过的居民家庭，在办理不动产权登记时，不再提交居民家庭购房资格证明材料，仅提交《家庭购房申请表》《购房承诺书》原件。\n　　上述通知强调，开发企业、经纪机构应按规定履行初审义务，如实填报购房家庭信息，留存申请材料。各区房屋交易管理部门每月抽查一定比例的购房资格申请材料，一经发现未履行收缴材料核查义务、未如实填报核验信息、未留存购房资格申请材料，将暂停网上签约、责令限期整改、公示曝光，按有关法律法规处理责任人。\n　　北京市住建委有关负责人表示，对不如实申报、提供虚假材料骗取购房资格的家庭，要求企业与购房人解除合同，家庭承担相应的法律责任。购房家庭纳入黑名单，五年内不得在本市购房，构成犯罪的，将依法追究刑事责任。\n　　通知同时强调，北京市住建委会同购房资格联网审核部门进一步完善联网审查机制，利用大数据强化审核数据监测分析，提升购房资格审核效能。
新华网	央视新闻客户端	state,national		11	食品安全	市场监管总局发布20批次食品抽检不合格情况 这些品牌被点名 ---发现的主要问题是，检出非法添加物质、微生物污染、农兽药残留超标、食品添加剂超范围使用、质量指标不达标、质量指标与标签标示值不符、警示语标识不符合规定等。	20210508	市场监管总局发布20批次食品抽检不合格情况 这些品牌被点名	http://www.xinhuanet.com/fortune/2021-05/08/c_1127422331.htm	近期，市场监管总局组织食品安全监督抽检，抽取粮食加工品、食用农产品、食糖、茶叶及相关制品、饮料、酒类、糕点、炒货食品及坚果制品、饼干、淀粉及淀粉制品、方便食品、薯类和膨化食品、蜂产品、罐头、水果制品、肉制品、水产制品、调味品、冷冻饮品、婴幼儿配方食品、保健食品、特殊膳食食品和食用油、油脂及其制品等23大类食品378批次样品，检出其中食用农产品、饮料、酒类、糕点、炒货食品及坚果制品、饼干、薯类和膨化食品、蜂产品、水产制品、保健食品、特殊膳食食品和食用油、油脂及其制品等12大类食品20批次样品不合格。发现的主要问题是，检出非法添加物质、微生物污染、农兽药残留超标、食品添加剂超范围使用、质量指标不达标、质量指标与标签标示值不符、警示语标识不符合规定等。产品抽检结果可查询https://spcjsac.gsxt.gov.cn/。\n　　对抽检发现的不合格食品，市场监管总局已责成天津、黑龙江、上海、江苏、浙江、安徽、福建、山东、河南、湖南、广东、广西、海南、四川、贵州、云南、陕西等省级市场监管部门立即组织开展核查处置，查清产品流向，督促企业采取下架召回不合格产品等措施控制风险；对违法违规行为，依法从严处理；及时将企业采取的风险防控措施和核查处置情况向社会公开，并向总局报告。\n　　监督抽检不合格食品具体情况通告如下：\n　　一、非法添加物质问题\n　　拼多多大志保健品专营店（经营者为广东省大志药业（深圳）有限公司）在拼多多（手机App）销售的、标称广东省百龄医药（深圳）有限公司总经销的、陕西大志药业有限公司生产的大志牌玉香胶囊，经上海市食品药品检验研究院检验发现，其中咖啡因检测值不符合食品安全国家标准规定。陕西大志药业有限公司对判定依据提出异议，陕西省市场监管局核查后对其提出的异议不予认可。\n　　二、微生物污染问题\n　　（一）湖南省常德市石门县董美华商店销售的、标称湖南潇乐寿生物科技有限公司生产的1300|饮用天然水|，铜绿假单胞菌菌落数不符合食品安全国家标准规定。检验机构为四川省食品药品检验检测院。\n　　（二）淘宝网谷稻香特产店（经营者为福建省厦门谷稻香酒业有限公司）在淘宝网（网店）销售的、标称福建省厦门市誉海食品有限公司委托江苏省连云港海泉食品有限公司生产的调味海苔（原味），菌落总数不符合食品安全国家标准规定。检验机构为重庆市计量质量检测研究院。\n　　（三）天猫相留旗舰店（经营者为山东省潍坊微咖联盟商贸有限公司）在天猫（网店）销售的、标称山东省潍坊微咖联盟商贸有限公司委托江苏省连云港富宝达食品有限公司生产的海苔夹心脆，菌落总数不符合食品安全国家标准规定。检验机构为重庆市计量质量检测研究院。\n　　（四）天猫古磨坊旗舰店（经营者为广西壮族自治区桂林糖美人贸易有限公司）在天猫（网店）销售的、标称广西壮族自治区桂林谷磨坊食品有限责任公司生产的桂花糕，菌落总数不符合食品安全国家标准规定。检验机构为四川省食品药品检验检测院。\n　　（五）淘宝网蜜乐江苏总店（经营者为江苏省徐州市云龙区蜜乐蜂产品商店）在淘宝网（网店）销售的、标称河南蜜乐源养蜂专业合作社生产的壹号槐花蜜，经上海市食品药品检验研究院检验发现，其中菌落总数不符合食品安全国家标准规定。河南蜜乐源养蜂专业合作社对检验结果提出异议，河南省市场监管局核查后对其提出的异议不予认可。\n　　（六）天猫大薯兄旗舰店（经营者为河南省商丘市泗洪大薯兄食品有限公司）在天猫（网店）销售的、标称江苏省连云港浩瑞食品有限公司制造的绿色飞扬炸拌海苔（炒海苔、孜然味），大肠菌群数不符合食品安全国家标准规定。检验机构为重庆市计量质量检测研究院。\n　　（七）阿里巴巴晋江市萌果铺子食品有限公司（经营者为福建省晋江市萌果铺子食品有限公司）在阿里巴巴（网店）销售的、标称福建省厦门浪吧食品有限公司出品的、河南省宁陵县聚诚食品有限公司制造的董小米（微微辣味），大肠菌群数、酸价（以脂肪计）检测值不符合食品安全国家标准规定。检验机构为河南省产品质量监督检验院。\n　　三、农兽药残留超标问题\n　　（一）云南沃尔玛百货有限公司曲靖交通路分店销售的、标称山东省菏泽市定陶圣沣华航食品有限公司生产的圣沣鸭肫，经武汉食品化妆品检验所检验发现，其中氯霉素残留量不符合食品安全国家标准规定。云南沃尔玛百货有限公司曲靖交通路分店对检验结果提出异议，并申请复检；经湖北省食品质量安全监督检验研究院复检后，维持初检结论。\n　　（二）云南省玉溪市红塔区新兴集贸市场邓德富（个体工商户）销售的、来自云南省玉溪市窑头市场任关云的鲫鱼，地西泮残留量不符合食品安全国家标准规定。检验机构为武汉食品化妆品检验所。\n　　（三）云南省玉溪市红塔区佰海水产品经营部销售的、来自云南省昆明市官渡区海辉海产品经营部的海贝（贝类），孔雀石绿残留量不符合食品安全国家标准规定。检验机构为武汉食品化妆品检验所。\n　　（四）海南省海口美兰宜之家生活超市销售的、来自海南省海口市众惠果蔬有限公司的长豆角，灭蝇胺残留量不符合食品安全国家标准规定。检验机构为青岛海关技术中心。\n　　四、食品添加剂超范围使用问题\n　　天猫够实惠旗舰店（经营者为浙江省杭州昊超电子商务有限公司）在天猫（网店）销售的、标称湖南湘纯农业科技有限公司生产的湘纯·油米香有机山茶油（一级压榨、低温冷榨），经福建省产品质量检验研究院检验发现，其中特丁基对苯二酚（TBHQ）检测值不符合产品明示质量要求。浙江省杭州昊超电子商务有限公司对检验结果提出异议，并申请复检；经合肥海关技术中心复检后，维持初检结论。\n　　五、质量指标不达标问题\n　　（一）淘宝网宁兴嗨购（经营者为浙江省宁波宁兴海鑫国际贸易有限公司）在淘宝网（网店）销售的、标称味盟（香港）食品有限公司监制的、广东省东莞市味盟食品有限公司委托广东省江门一威食品有限公司生产的菓子町园道趣味造型饼干，经四川省食品药品检验检测院检验发现，其中过氧化值（以脂肪计）检测值不符合食品安全国家标准规定。广东省江门一威食品有限公司对检验结果提出异议，并申请复检；经深圳市计量质量检测研究院复检后，维持初检结论。\n　　（二）四川省重庆家乐福商业有限公司成都分店销售的、标称安徽省芜湖市三只松鼠股份有限公司分装的开口松子，过氧化值（以脂肪计）检测值不符合食品安全国家标准规定。检验机构为黑龙江省质量监督检测研究院。\n　　（三）淘宝网健康保健生活体验馆（经营者为江苏省盐城市阜宁县阜城妙福堂保健食品店）在淘宝网（网店）销售的、标称浙江省杭州富尔得生物科技有限公司委托强生健康产业（贵州）有限公司生产的福龄花牌福龄花胶囊，经辽宁省药品检验检测院检验发现，其中水分含量不符合产品执行标准要求。浙江省杭州富尔得生物科技有限公司对抽样过程、判定依据提出异议，浙江省市场监管局核查后对其提出的异议不予认可。\n　　（四）天猫好喔旗舰店（经营者为江苏省苏州蜜语蜂产品有限公司）在天猫（网店）销售的、标称江苏省苏州蜜语蜂产品有限公司委托江苏省苏州香雪养蜂专业合作社生产的枇杷蜂蜜，经上海市食品药品检验研究院检验发现，其中蔗糖含量不符合食品安全国家标准规定。江苏省苏州香雪养蜂专业合作社对检验结果提出异议，并申请复检；经苏州海关综合技术中心复检后，维持初检结论。\n　　（五）四川省成都么么味食品有限公司销售的、标称天津市盛福园蜂产品制造有限公司制造的槐花蜂蜜，果糖和葡萄糖含量不符合食品安全国家标准规定。检验机构为南京市食品药品监督检验院。\n　　六、质量指标与标签标示值不符问题\n　　湖南省长沙市望城区思博母婴生活馆销售的、标称广东省广州米克叔叔贸易有限公司进口的、Homey（Thailand）Co.,Ltd.生产的婴幼儿茉莉香糙米米粉（原味）（原产国：泰国），经湖南省产商品质量监督检验研究院检验发现，其中铁、锌含量既不符合食品安全国家标准规定也不符合产品标签标示要求。广东省广州米克叔叔贸易有限公司对检验结果提出异议，并申请复检；经深圳海关食品检验检疫技术中心复检后，维持初检结论。\n　　七、警示语标识不符合规定问题\n　　黑龙江省哈尔滨润途商业有限公司销售的、标称天津盛世祥和国际贸易有限公司进口的、PrJSC 《ABINBEV EFES UKRAINE》,03150,Ukraine,Kyiv,30-v,Fizkultury str.生产的布隆奇小麦啤酒（原产国：乌克兰），未按食品安全国家标准规定标示“切勿撞击，防止爆瓶”警示语。检验机构为哈尔滨海关技术中心。（总台央视记者 李晶晶）
新华网	中国新闻网	state,national		11.04	房价		20210508	“五一”楼市降温，你在的城市房价降了吗？	http://www.xinhuanet.com/fortune/2021-05/08/c_1127419256.htm	2021年“五一”小长假，与火热的出行场景不同，在前期调控政策大幅收紧的背景下，房地产市场表现得相对“淡定”。\n　　诸葛找房数据研究中心监测，“五一”期间，重点20城市新房成交11568套，环比4月同期下跌46.2%。\n\n资料图：市民从一封顶楼盘前经过。 记者 张云 摄\n　　一二三线城市楼市均明显降温\n　　58同城、安居客《2021年五一假期楼市报告》显示，“五一”期间一线城市楼市热度指数119.0，二线城市楼市热度指数为95.8，三线城市楼市热度指数为108.6，分别出现了不同程度的下跌。\n　　其中，二线城市“五一”假期楼市热度指数跌幅最大，12.3%的跌幅直接导致其热度还低于2019年的水平；其次是三线城市，跌幅为8.0%；而一线城市仅有0.4%的微跌。\n　　以城市为坐标来看，在诸葛找房统计的重点20城数据中，仅有3个城市新房成交量环比上涨，其余17城环比下滑。其中，成都环比跌幅居首，跌幅达95.8%；广州环比跌幅86.9%，位居跌幅第二；东莞环比跌幅为80.1%，位居跌幅第三。一线城市中，北京、深圳环比分别下跌72.4%、62.9%。\n　　贝壳研究院数据同样显示，一线城市“五一”期间新房市场热度有所下降，贝壳找房平台的百城项目均带看量下降11%。\n　　与新房市场表现类似，二手房市场也在“五一”期间走冷。\n　　小长假期间，贝壳50城二手房日均成交量较去年同期下降约5%。与4月周末日均水平相比，50城市中9成的城市二手房成交量下降，表明多数城市保持向下调整态势。\n　　为何降温？房价走势如何？\n　　58安居客房产研究院研究总监陆骑麟认为，假日楼市和返乡置业楼市有一定的相似之处，主要是购房需求从核心城市往四五六线城市流动，直接在数据上反应就是全国市场热度指数明显高于一线、二线、三线城市，并且随着这两年移动互联技术的发展，购房者在旅游过程中可通过APP端直接找房，带动县级城市找房热度活跃。\n　　贝壳研究院认为，今年一季度购房需求集中释放，4月起市场进入高位调整状态，5月初市场表现延续；此外，今年大多数消费者利用“五一”小长假外出旅游或回乡，均导致市场活跃度降低。\n　　同样不可忽视的是，近来调控政策密集出台的影响。\n　　“一方面一季度调控加码后对市场影响逐渐显现，另一方面在新房市场波动期间大部分客户选择‘五一’小长假出游，带来新房市场关注度的下调。”贝壳研究院表示。\n　　“‘五一’整体看，大部分城市的小长假楼市热度不高，4月份各地重磅调控下，各城市都在调控影响下有所降温，虽然整体未出现价格下调，但成交量已经在4月基础上开始出现轻微下行。”中原地产首席分析师张大伟表示。\n　　中原地产研究中心统计数据显示，从学区房管控到集中卖地的土地新规，再到住建部约谈、市场监管升级，年内涉房调控次数已达186次，其中，4月单月调控次数51次，刷新年内月调控新高。\n　　“‘五一’小长假期间，由于人们多选择旅游出行，对楼市的关注度下降，同时在多地收紧调控以及房地产融资监管趋严的影响下，楼市热度表现一般，较4月同期有所不足，成交未达预期。”诸葛找房数据研究中心分析师陈霄亦表示。\n　　以调控政策密集发布的合肥为例，合肥市房地产业协会发布《房产新政第四周市场变化监测分析(4月26日-5月2日)》指出，合肥商品住宅市场量价齐跌，商品住宅销售套数小幅下降，销售价格三连跌，近5周以来首次低于1.9万元/平方米。二手房市场同样有所降温，期内，合肥市区二手住宅成交均价17010元/平方米，较新政前一周下降2.6%；限购区均价26041元/平方米，较新政前一周下降4.0%，非限购区均价15165元/平方米，较新政前一周上涨2.4%。\n　　“整体看，供应量短期很难增加，而信贷政策逐渐收紧，预计一线城市房价上涨趋势将持续。随着调控加码，被调控的热点城市房价上涨将放缓。”张大伟表示。(左宇坤)
新华网	新华网	state,national		12.99	农产品期价	芝加哥农产品期价7日上涨 ---芝加哥期货交易所玉米、小麦和大豆期价7日全线上涨。	20210508	芝加哥农产品期价7日上涨	http://www.xinhuanet.com/fortune/2021-05/08/c_1127419210.htm	新华社芝加哥5月7日电（记者徐静）芝加哥期货交易所玉米、小麦和大豆期价7日全线上涨。\n　　当天，芝加哥期货交易所玉米市场交投最活跃的7月合约收于每蒲式耳7.3225美元，比前一交易日上涨13.5美分，涨幅为1.88%；小麦7月合约收于每蒲式耳7.6175美元，比前一交易日上涨8.5美分，涨幅为1.13%；大豆7月合约收于每蒲式耳15.8975美元，比前一交易日上涨20.25美分，涨幅为1.29%。
